ticker,cik,filingDate,accessionNumber,source,wsc_a,wsc_b,wsc_c,wsc_d,wsc_e,wsc_f,qo_score,qo_reasoning,se_score,se_reasoning,cl_score,cl_reasoning,sa_score,sa_reasoning,hype_score,word_count,diag_se_ng_ratio,diag_se_burial_pct,diag_se_dem_hits,diag_se_hl_total,diag_se_pos_fact,diag_se_ext_blame,diag_se_d1,diag_se_d2,diag_se_d3,diag_se_d4,diag_se_d5,diag_se_d6,diag_cl_guidance_sents,diag_cl_guidance_density,diag_cl_strong_modal_count,diag_cl_weak_modal_count,diag_cl_modal_ratio,diag_cl_precision_count,diag_cl_unc_density,hype_v3,v3_reasoning,v3_c1_sa_attribution,v3_c2_qo_superlative,v3_c3_se_concealment,v3_c4_cl_guidance_strength,v3_c5_se_qualifier_asymmetry,v3_c6_qo_vague_positive,v3_c7_se_framing,v3_c8_cl_uncertainty
ADSK,769397,2020-11-24,0000769397-20-000036,refetched_exhibit,0.0,0.0948,0.0,0.098,0.0261,0.0098,4,"WSC[A]=0.000 (superlatives) → s_a=0/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.095 (vague positives) → s_b=4/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=0+4=4/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",16,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=2 (GAAP/nonGAAP position) D2=2 (density ratio) D3=0 (headline) D4=1 (burial) D5=4 (demotion) D6=2 (qualifier asymmetry). raw=11/30 → SE=round(raw×1.5)=16/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],9,"Guidance sentences=1/153. Sub1 count=4/15 [g=1]. Sub2 modal=3/10 [strong=0, weak=3, ratio=0.00]. Sub3 ranges=2/5 [precision_count=1]. Sub4 uncertainty=0 [unc_density=0.013]. CL=4+3+2+(0)=9/25. [LM word-list method; Loughran & McDonald 2011]",10,"WSC[E]=0.026 (internal credit) → tier=8/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.010 (external blame) → modifier=+2 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=8+(2)=10/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",39,2640,0.4,25,3,0,5,3,2,2,0,1,4,2,1,0.0065,0,3,0.0,1,0.0131,36,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=11/22 C2 QO-Super=0/18 C3 SE-Conceal=6/14 C4 CL-Guid=4/15(incl. modal-strength bonus) C5 SE-Qual=2/8 C6 QO-Vague=4/7 C7 SE-Frame=4/10 C8 CL-Uncertainty=+0. raw=31 x 1.1688 = 36/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",11,0,6,4,2,4,4,0
FRT,34903,2020-02-10,0000034903-20-000007,exhibit,0.1163,0.0581,0.0233,0.0814,0.0465,0.0,14,"WSC[A]=0.116 (superlatives) → s_a=10/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.058 (vague positives) → s_b=4/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=10+4=14/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",12,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=1 (GAAP/nonGAAP position) D2=1 (density ratio) D3=0 (headline) D4=2 (burial) D5=2 (demotion) D6=2 (qualifier asymmetry). raw=8/30 → SE=round(raw×1.5)=12/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],11,"Guidance sentences=1/86. Sub1 count=4/15 [g=1]. Sub2 modal=5/10 [strong=0, weak=0, ratio=0.30]. Sub3 ranges=2/5 [precision_count=1]. Sub4 uncertainty=0 [unc_density=0.000]. CL=4+5+2+(0)=11/25. [LM word-list method; Loughran & McDonald 2011]",11,"WSC[E]=0.047 (internal credit) → tier=8/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=8+(3)=11/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",48,2245,0.1923,33,1,0,0,0,1,1,0,2,2,2,1,0.0116,0,0,0.3,1,0.0,48,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=11/22 C2 QO-Super=13/18 C3 SE-Conceal=5/14 C4 CL-Guid=4/15(incl. modal-strength bonus) C5 SE-Qual=2/8 C6 QO-Vague=4/7 C7 SE-Frame=2/10 C8 CL-Uncertainty=+0. raw=41 x 1.1688 = 48/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",11,13,5,4,2,4,2,0
HON,773840,2020-01-31,0000773840-20-000005,exhibit,0.0,0.1136,0.0,0.2273,0.1818,0.0682,4,"WSC[A]=0.000 (superlatives) → s_a=0/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.114 (vague positives) → s_b=4/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=0+4=4/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",25,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=5 (GAAP/nonGAAP position) D2=5 (density ratio) D3=0 (headline) D4=1 (burial) D5=4 (demotion) D6=3 (qualifier asymmetry). raw=18/30 → SE=round(raw×1.5)=25/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],16,"Guidance sentences=4/88. Sub1 count=9/15 [g=4]. Sub2 modal=5/10 [strong=0, weak=0, ratio=0.30]. Sub3 ranges=3/5 [precision_count=2]. Sub4 uncertainty=-1 [unc_density=0.023]. CL=9+5+3+(-1)=16/25. [LM word-list method; Loughran & McDonald 2011]",22,"WSC[E]=0.182 (internal credit) → tier=22/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.068 (external blame) → modifier=+0 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=22+(0)=22/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",67,2740,0.9114,0,3,0,2,3,5,5,0,1,4,3,4,0.0455,0,0,0.3,2,0.0227,62,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=22/22 C2 QO-Super=0/18 C3 SE-Conceal=6/14 C4 CL-Guid=7/15(incl. modal-strength bonus) C5 SE-Qual=4/8 C6 QO-Vague=4/7 C7 SE-Frame=10/10 C8 CL-Uncertainty=+0. raw=53 x 1.1688 = 62/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",22,0,6,7,4,4,10,0
CAG,23217,2018-12-20,0001193125-18-353858,exhibit,0.1143,0.2429,0.0762,0.1238,0.0762,0.0,17,"WSC[A]=0.114 (superlatives) → s_a=10/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.243 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=10+7=17/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",24,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=4 (GAAP/nonGAAP position) D2=4 (density ratio) D3=0 (headline) D4=1 (burial) D5=4 (demotion) D6=3 (qualifier asymmetry). raw=16/30 → SE=round(raw×1.5)=24/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],0,"No guidance sentences detected (guidance verb + $ / % figure). CL=0: absence of forward guidance is a meaningful signal, not a floor. Uncertainty density=0.019. [LM word-list method; Loughran & McDonald 2011]",16,"WSC[E]=0.076 (internal credit) → tier=13/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=13+(3)=16/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",57,3000,0.7241,13,3,0,6,5,4,4,0,1,4,3,0,0.0,0,0,0.3,0,0.019,63,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=16/22 C2 QO-Super=13/18 C3 SE-Conceal=6/14 C4 CL-Guid=0/15(incl. modal-strength bonus) C5 SE-Qual=4/8 C6 QO-Vague=7/7 C7 SE-Frame=8/10 C8 CL-Uncertainty=+0. raw=54 x 1.1688 = 63/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",16,13,6,0,4,7,8,0
HBAN,49196,2024-01-19,0000049196-24-000006,exhibit,0.0943,0.2541,0.0328,0.1148,0.0656,0.0246,17,"WSC[A]=0.094 (superlatives) → s_a=10/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.254 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=10+7=17/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",25,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=4 (GAAP/nonGAAP position) D2=5 (density ratio) D3=0 (headline) D4=3 (burial) D5=0 (demotion) D6=5 (qualifier asymmetry). raw=17/30 → SE=round(raw×1.5)=25/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],0,"No guidance sentences detected (guidance verb + $ / % figure). CL=0: absence of forward guidance is a meaningful signal, not a floor. Uncertainty density=0.008. [LM word-list method; Loughran & McDonald 2011]",14,"WSC[E]=0.066 (internal credit) → tier=13/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.025 (external blame) → modifier=+1 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=13+(1)=14/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",56,3000,0.8421,46,0,0,2,12,4,5,0,3,0,5,0,0.0,0,0,0.3,0,0.0082,61,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=16/22 C2 QO-Super=9/18 C3 SE-Conceal=3/14 C4 CL-Guid=0/15(incl. modal-strength bonus) C5 SE-Qual=8/8 C6 QO-Vague=7/7 C7 SE-Frame=9/10 C8 CL-Uncertainty=+0. raw=52 x 1.1688 = 61/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",16,9,3,0,8,7,9,0
IP,51434,2020-07-30,0000051434-20-000029,refetched_exhibit,0.16,0.3867,0.0,0.0933,0.12,0.0,21,"WSC[A]=0.160 (superlatives) → s_a=14/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.387 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=14+7=21/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",20,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=2 (GAAP/nonGAAP position) D2=2 (density ratio) D3=0 (headline) D4=1 (burial) D5=3 (demotion) D6=5 (qualifier asymmetry). raw=13/30 → SE=round(raw×1.5)=20/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],0,"No guidance sentences detected (guidance verb + $ / % figure). CL=0: absence of forward guidance is a meaningful signal, not a floor. Uncertainty density=0.013. [LM word-list method; Loughran & McDonald 2011]",21,"WSC[E]=0.120 (internal credit) → tier=18/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=18+(3)=21/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",62,2402,0.4839,11,2,0,1,5,2,2,0,1,3,5,0,0.0,0,0,0.3,0,0.0133,65,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=19/22 C2 QO-Super=13/18 C3 SE-Conceal=5/14 C4 CL-Guid=0/15(incl. modal-strength bonus) C5 SE-Qual=8/8 C6 QO-Vague=7/7 C7 SE-Frame=4/10 C8 CL-Uncertainty=+0. raw=56 x 1.1688 = 65/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",19,13,5,0,8,7,4,0
TEL,1385157,2020-07-29,0001558370-20-008547,exhibit,0.0,0.2154,0.0,0.5231,0.1231,0.0231,7,"WSC[A]=0.000 (superlatives) → s_a=0/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.215 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=0+7=7/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",25,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=4 (GAAP/nonGAAP position) D2=2 (density ratio) D3=2 (headline) D4=5 (burial) D5=5 (demotion) D6=1 (qualifier asymmetry). raw=19/30 → SE=round(raw×1.5)=25/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],0,"No guidance sentences detected (guidance verb + $ / % figure). CL=0: absence of forward guidance is a meaningful signal, not a floor. Uncertainty density=0.062. [LM word-list method; Loughran & McDonald 2011]",19,"WSC[E]=0.123 (internal credit) → tier=18/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.023 (external blame) → modifier=+1 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=18+(1)=19/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",51,1916,0.5143,100,21,2,1,0,4,2,2,5,5,1,0,0.0,0,0,0.3,0,0.0615,51,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=19/22 C2 QO-Super=0/18 C3 SE-Conceal=14/14 C4 CL-Guid=0/15(incl. modal-strength bonus) C5 SE-Qual=0/8 C6 QO-Vague=7/7 C7 SE-Frame=6/10 C8 CL-Uncertainty=-2. raw=44 x 1.1688 = 51/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",19,0,14,0,0,7,6,-2
GPN,1123360,2025-02-13,0001123360-25-000004,exhibit,0.0632,0.2105,0.0421,0.1895,0.2526,0.0,13,"WSC[A]=0.063 (superlatives) → s_a=6/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.211 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=6+7=13/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",25,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=2 (GAAP/nonGAAP position) D2=3 (density ratio) D3=2 (headline) D4=5 (burial) D5=5 (demotion) D6=1 (qualifier asymmetry). raw=18/30 → SE=round(raw×1.5)=25/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],16,"Guidance sentences=5/95. Sub1 count=11/15 [g=5]. Sub2 modal=3/10 [strong=0, weak=1, ratio=0.00]. Sub3 ranges=2/5 [precision_count=1]. Sub4 uncertainty=0 [unc_density=0.000]. CL=11+3+2+(0)=16/25. [LM word-list method; Loughran & McDonald 2011]",25,"WSC[E]=0.253 (internal credit) → tier=22/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=22+(3)=25/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",79,3000,0.6129,100,16,2,1,0,2,3,2,5,5,1,5,0.0526,0,1,0.0,1,0.0,75,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=22/22 C2 QO-Super=9/18 C3 SE-Conceal=14/14 C4 CL-Guid=7/15(incl. modal-strength bonus) C5 SE-Qual=0/8 C6 QO-Vague=7/7 C7 SE-Frame=5/10 C8 CL-Uncertainty=+0. raw=64 x 1.1688 = 75/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",22,9,14,7,0,7,5,0
TSLA,1318605,2025-01-29,0001628280-25-002993,exhibit,0.2673,0.0693,0.0446,0.2277,0.0297,0.0693,22,"WSC[A]=0.267 (superlatives) → s_a=18/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.069 (vague positives) → s_b=4/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=18+4=22/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",15,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=2 (GAAP/nonGAAP position) D2=1 (density ratio) D3=0 (headline) D4=4 (burial) D5=0 (demotion) D6=3 (qualifier asymmetry). raw=10/30 → SE=round(raw×1.5)=15/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],12,"Guidance sentences=3/101. Sub1 count=9/15 [g=3]. Sub2 modal=5/10 [strong=0, weak=0, ratio=0.30]. Sub3 ranges=0/5 [precision_count=0]. Sub4 uncertainty=-2 [unc_density=0.059]. CL=9+5+0+(-2)=12/25. [LM word-list method; Loughran & McDonald 2011]",8,"WSC[E]=0.030 (internal credit) → tier=8/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.069 (external blame) → modifier=+0 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=8+(0)=8/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",57,3000,0.3571,66,0,0,3,4,2,1,0,4,0,3,3,0.0297,0,0,0.3,0,0.0594,54,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=11/22 C2 QO-Super=16/18 C3 SE-Conceal=5/14 C4 CL-Guid=5/15(incl. modal-strength bonus) C5 SE-Qual=4/8 C6 QO-Vague=4/7 C7 SE-Frame=3/10 C8 CL-Uncertainty=-2. raw=46 x 1.1688 = 54/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",11,16,5,5,4,4,3,-2
GPC,40987,2024-02-15,0000040987-24-000020,refetched_exhibit,0.0833,0.1548,0.0,0.1667,0.0714,0.125,17,"WSC[A]=0.083 (superlatives) → s_a=10/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.155 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=10+7=17/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",21,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=2 (GAAP/nonGAAP position) D2=2 (density ratio) D3=0 (headline) D4=3 (burial) D5=3 (demotion) D6=4 (qualifier asymmetry). raw=14/30 → SE=round(raw×1.5)=21/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],17,"Guidance sentences=3/84. Sub1 count=9/15 [g=3]. Sub2 modal=7/10 [strong=1, weak=3, ratio=0.25]. Sub3 ranges=2/5 [precision_count=1]. Sub4 uncertainty=-1 [unc_density=0.036]. CL=9+7+2+(-1)=17/25. [LM word-list method; Loughran & McDonald 2011]",11,"WSC[E]=0.071 (internal credit) → tier=13/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.125 (external blame) → modifier=-2 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=13+(-2)=11/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",66,2497,0.4,50,2,0,1,2,2,2,0,3,3,4,3,0.0357,1,3,0.25,1,0.0357,67,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=16/22 C2 QO-Super=9/18 C3 SE-Conceal=8/14 C4 CL-Guid=8/15(incl. modal-strength bonus) C5 SE-Qual=6/8 C6 QO-Vague=7/7 C7 SE-Frame=4/10 C8 CL-Uncertainty=-1. raw=57 x 1.1688 = 67/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",16,9,8,8,6,7,4,-1
EXPD,746515,2020-08-04,0001564590-20-035859,exhibit,0.15,0.18,0.0,0.34,0.44,0.06,17,"WSC[A]=0.150 (superlatives) → s_a=10/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.180 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=10+7=17/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",10,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=0 (GAAP/nonGAAP position) D2=1 (density ratio) D3=0 (headline) D4=5 (burial) D5=0 (demotion) D6=1 (qualifier asymmetry). raw=7/30 → SE=round(raw×1.5)=10/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],0,"No guidance sentences detected (guidance verb + $ / % figure). CL=0: absence of forward guidance is a meaningful signal, not a floor. Uncertainty density=0.100. [LM word-list method; Loughran & McDonald 2011]",22,"WSC[E]=0.440 (internal credit) → tier=22/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.060 (external blame) → modifier=+0 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=22+(0)=22/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",49,1629,0.0,100,0,0,0,1,0,1,0,5,0,1,0,0.0,0,0,0.3,0,0.1,55,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=22/22 C2 QO-Super=13/18 C3 SE-Conceal=6/14 C4 CL-Guid=0/15(incl. modal-strength bonus) C5 SE-Qual=0/8 C6 QO-Vague=7/7 C7 SE-Frame=1/10 C8 CL-Uncertainty=-2. raw=47 x 1.1688 = 55/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",22,13,6,0,0,7,1,-2
DG,29534,2021-12-02,0001157523-21-001470,exhibit,0.0435,0.4203,0.058,0.558,0.058,0.0145,13,"WSC[A]=0.043 (superlatives) → s_a=6/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.420 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=6+7=13/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",15,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=1 (GAAP/nonGAAP position) D2=1 (density ratio) D3=0 (headline) D4=1 (burial) D5=2 (demotion) D6=5 (qualifier asymmetry). raw=10/30 → SE=round(raw×1.5)=15/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],17,"Guidance sentences=5/69. Sub1 count=11/15 [g=5]. Sub2 modal=3/10 [strong=0, weak=4, ratio=0.00]. Sub3 ranges=5/5 [precision_count=3]. Sub4 uncertainty=-2 [unc_density=0.087]. CL=11+3+5+(-2)=17/25. [LM word-list method; Loughran & McDonald 2011]",15,"WSC[E]=0.058 (internal credit) → tier=13/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.014 (external blame) → modifier=+2 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=13+(2)=15/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",60,3000,0.2593,0,1,0,2,7,1,1,0,1,2,5,5,0.0725,0,4,0.0,3,0.087,57,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=11/22 C2 QO-Super=9/18 C3 SE-Conceal=3/14 C4 CL-Guid=11/15(incl. modal-strength bonus) C5 SE-Qual=8/8 C6 QO-Vague=7/7 C7 SE-Frame=2/10 C8 CL-Uncertainty=-2. raw=49 x 1.1688 = 57/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",11,9,3,11,8,7,2,-2
